,Global_reactive_power,Voltage,Global_intensity,Date_day,Date_month,hour,minute,Total_sub_metering
1745304,0.066,240.8,2.0,4.0,11.0,17.0,48.0,1.0
255892,0.0,235.67,5.6,6.0,12.0,10.0,16.0,17.0
1185440,0.0,244.47,13.9,18.0,3.0,22.0,44.0,19.0
1752843,0.178,240.97,1.8,16.0,4.0,23.0,27.0,0.0
726654,0.0,241.64,1.0,5.0,4.0,8.0,18.0,0.0
100898,0.084,235.29,1.2,24.0,2.0,19.0,2.0,0.0
1499447,0.0,242.45,1.0,23.0,10.0,0.0,11.0,0.0
1035303,0.058,245.23,1.4,12.0,4.0,16.0,27.0,0.0
811152,0.224,240.37,1.6,7.0,2.0,0.0,36.0,1.0
749240,0.0,244.66,0.8,20.0,5.0,0.0,44.0,0.0
1137517,0.0,247.97,2.0,13.0,2.0,16.0,1.0,0.0
2034349,0.262,248.625,2.0,29.0,10.0,11.0,13.0,1.0
895362,0.0,238.83,0.2,29.0,8.0,12.0,6.0,1.0
1306027,0.0,239.06,11.6,6.0,10.0,16.0,31.0,36.0
696376,0.11,244.32,1.4,13.0,4.0,7.0,40.0,1.0
1443178,0.132,238.52,10.0,13.0,9.0,22.0,22.0,18.0
1823114,0.216,242.7,1.6,6.0,4.0,18.0,38.0,1.0
1224990,0.116,240.74,1.6,15.0,4.0,9.0,54.0,2.0
1064693,0.052,244.85,1.2,25.0,12.0,2.0,17.0,0.0
2021477,0.12,242.52,1.6,20.0,10.0,12.0,41.0,2.0
1902376,0.0,239.67,5.0,29.0,7.0,19.0,40.0,18.0
496852,0.05,237.52,2.4,26.0,11.0,18.0,16.0,0.0
9716,0.09,237.88,10.8,23.0,12.0,11.0,20.0,17.0
1348124,0.12,242.54,4.2,7.0,9.0,22.0,8.0,2.0
1096168,0.072,248.32,1.8,15.0,1.0,22.0,52.0,0.0
1476205,0.054,239.73,8.8,10.0,6.0,20.0,49.0,1.0
1571144,0.218,240.37,5.6,12.0,11.0,19.0,8.0,1.0
145567,0.306,241.12,3.4,27.0,3.0,19.0,31.0,1.0
1798505,0.062,241.75,2.6,18.0,5.0,16.0,29.0,1.0
471450,0.104,240.36,1.4,11.0,9.0,2.0,54.0,0.0
989265,0.322,243.86,3.2,11.0,2.0,17.0,9.0,2.0
1740361,0.0,242.47,7.6,4.0,8.0,7.0,25.0,1.0
331056,0.0,235.62,4.8,8.0,3.0,15.0,0.0,17.0
1415644,0.222,240.85,5.6,25.0,8.0,19.0,28.0,20.0
631560,0.0,239.78,0.8,28.0,2.0,7.0,24.0,0.0
1620979,0.164,243.72,9.0,15.0,1.0,9.0,43.0,19.0
489288,0.054,238.75,5.8,21.0,11.0,12.0,12.0,18.0
784771,0.256,239.01,6.6,13.0,6.0,16.0,55.0,18.0
845392,0.082,240.08,1.0,25.0,7.0,19.0,16.0,1.0
1930859,0.12389290560382264,240.82676954857766,4.647313526540645,18.0,8.0,14.0,23.0,7.813293638738684
791991,0.356,238.55,13.9,18.0,6.0,17.0,15.0,30.0
82868,0.218,241.97,7.0,2.0,12.0,6.0,32.0,19.0
770138,0.0,233.22500000000002,1.6,6.0,3.0,13.0,2.0,1.0
1075673,0.07,238.05,1.0,1.0,1.0,17.0,17.0,0.0
202595,0.0,234.82,1.6,5.0,6.0,9.0,59.0,0.0
329404,0.208,233.22500000000002,7.4,8.0,2.0,11.0,28.0,16.0
875580,0.12,239.53,0.8,15.0,8.0,18.0,24.0,0.0
780237,0.124,239.35,1.2,6.0,10.0,13.0,21.0,0.0
443667,0.266,233.94,6.8,20.0,10.0,19.0,51.0,16.0
126672,0.096,242.9,1.2,14.0,3.0,16.0,36.0,0.0
1593575,0.1,243.29,6.6,27.0,12.0,8.0,59.0,19.0
1361521,0.13,244.2,1.6,19.0,7.0,5.0,25.0,2.0
1777163,0.086,236.44,7.8,5.0,3.0,20.0,47.0,19.0
749268,0.078,242.73,1.2,20.0,5.0,1.0,12.0,0.0
1675717,0.192,236.47,6.2,22.0,2.0,10.0,1.0,20.0
1336834,0.118,242.1,3.8,7.0,2.0,1.0,58.0,13.0
1127188,0.0,242.81,2.8,2.0,6.0,11.0,52.0,0.0
624055,0.216,241.54,1.8,23.0,2.0,2.0,19.0,2.0
562445,0.086,237.42,7.6,1.0,11.0,7.0,29.0,0.0
2050618,0.122,233.22500000000002,12.8,11.0,9.0,18.0,22.0,17.0
712440,0.326,238.69,2.4,24.0,4.0,11.0,24.0,2.0
1561119,0.146,241.7,7.2,12.0,4.0,20.0,3.0,2.0
124245,0.0,241.69,1.0,13.0,3.0,0.0,9.0,1.0
1253978,0.074,239.0,6.0,5.0,5.0,13.0,2.0,18.0
992482,0.064,242.74,1.6,11.0,4.0,22.0,46.0,1.0
1996758,0.048,241.87,6.0,10.0,3.0,8.0,42.0,19.0
1690962,0.192,241.58,2.4,3.0,5.0,0.0,6.0,2.0
1040059,0.0,243.57,6.2,12.0,7.0,23.0,43.0,18.0
364856,0.12,242.16,0.8,27.0,8.0,2.0,20.0,1.0
283420,0.094,240.26,1.0,7.0,1.0,13.0,4.0,1.0
1306237,0.0,240.62,3.0,6.0,10.0,20.0,1.0,1.0
1957743,0.238,240.75,10.2,9.0,6.0,6.0,27.0,21.0
853910,0.086,239.94,1.0,31.0,7.0,17.0,14.0,1.0
1027541,0.064,241.13,6.4,29.0,11.0,7.0,5.0,18.0
1635166,0.106,243.82,1.6,25.0,1.0,6.0,10.0,1.0
819455,0.182,241.41,1.4,7.0,7.0,18.0,59.0,2.0
1706205,0.0,244.82,5.6,15.0,3.0,14.0,9.0,19.0
345907,0.23,238.21,7.2,13.0,8.0,22.0,31.0,0.0
1784894,0.0,243.43,1.0,5.0,9.0,5.0,38.0,1.0
858816,0.0,238.17,0.6,8.0,4.0,3.0,0.0,0.0
1927065,0.086,239.99,5.6,15.0,8.0,23.0,9.0,18.0
1021527,0.07,244.68,5.2,25.0,11.0,2.0,51.0,0.0
931143,0.0,237.58,13.9,23.0,9.0,8.0,27.0,45.0
56028,0.134,242.36,13.9,24.0,1.0,15.0,12.0,18.0
1289020,0.0,240.12,7.0,29.0,5.0,21.0,4.0,19.0
2027356,0.40800000000000003,245.2,11.6,24.0,10.0,14.0,40.0,29.0
1405838,0.112,240.37,4.0,19.0,8.0,0.0,2.0,12.0
1670226,0.048,247.77,7.4,18.0,2.0,14.0,30.0,20.0
691127,0.106,242.75,1.4,4.0,9.0,16.0,11.0,3.0
1071536,0.046,241.76,0.8,29.0,12.0,20.0,20.0,0.0
953925,0.0,241.16,1.0,10.0,9.0,4.0,9.0,1.0
1067072,0.056,241.73,10.0,26.0,12.0,17.0,56.0,18.0
293511,0.082,239.22,1.2,7.0,8.0,13.0,15.0,0.0
1978970,0.05,241.81,2.4,21.0,9.0,0.0,14.0,1.0
1678049,0.104,240.35,1.6,24.0,2.0,0.0,53.0,0.0
399050,0.252,234.32,6.4,19.0,9.0,20.0,14.0,2.0
272277,0.0,238.95,0.6,23.0,6.0,19.0,21.0,0.0
1851247,0.202,236.0,9.2,24.0,6.0,7.0,31.0,28.0
1542274,0.40800000000000003,233.73,13.9,21.0,11.0,17.0,58.0,18.0
1633009,0.252,233.27,13.9,23.0,1.0,18.0,13.0,45.0
1890779,0.224,242.18,1.6,21.0,7.0,18.0,23.0,1.0
60605,0.11,238.59,7.2,27.0,1.0,19.0,29.0,0.0
561750,0.058,236.83,7.0,1.0,10.0,19.0,54.0,0.0
1885737,0.1,243.62,1.0,18.0,7.0,6.0,21.0,1.0
2045043,0.14,244.31,5.8,11.0,5.0,21.0,27.0,1.0
766587,0.27,238.81,8.2,6.0,1.0,1.0,51.0,18.0
1471902,0.196,239.82,6.8,10.0,3.0,21.0,6.0,20.0
1435500,0.0,241.12,0.6,9.0,8.0,14.0,24.0,0.0
404611,0.214,239.89,5.6,23.0,9.0,16.0,55.0,19.0
464029,0.11,241.93,1.4,11.0,3.0,23.0,13.0,0.0
524219,0.224,236.81,13.8,15.0,12.0,18.0,23.0,19.0
1297412,0.0,240.43,0.6,6.0,4.0,16.0,56.0,0.0
1377012,0.21,243.79,1.6,29.0,7.0,23.0,36.0,1.0
1983453,0.076,239.07,1.0,24.0,9.0,2.0,57.0,0.0
74688,0.0,242.6,3.2,2.0,6.0,14.0,12.0,0.0
437313,0.092,238.07,5.6,16.0,10.0,9.0,57.0,18.0
42328,0.148,246.19,1.4,15.0,1.0,2.0,52.0,2.0
1856926,0.112,242.13,1.2,28.0,6.0,6.0,10.0,1.0
489402,0.2,241.13,1.8,21.0,11.0,14.0,6.0,0.0
1982686,0.276,236.8,6.0,23.0,9.0,14.0,10.0,19.0
2067234,0.0,242.44,6.0,21.0,11.0,7.0,18.0,0.0
1442336,0.222,240.09,1.8,13.0,9.0,8.0,20.0,1.0
1235337,0.352,243.63,8.0,22.0,4.0,14.0,21.0,25.0
1816895,0.0,239.05,5.2,31.0,5.0,10.0,59.0,18.0
1633180,0.088,237.74,11.0,23.0,1.0,21.0,4.0,18.0
489110,0.066,237.11,8.4,21.0,11.0,9.0,14.0,18.0
451650,0.13,235.89,8.8,26.0,10.0,8.0,54.0,17.0
83700,0.078,235.91,13.9,2.0,12.0,20.0,24.0,17.0
1843085,0.228,244.34,1.6,18.0,6.0,15.0,29.0,1.0
971124,0.076,243.0,1.8,21.0,10.0,2.0,48.0,1.0
573243,0.132,237.33,11.8,18.0,1.0,19.0,27.0,19.0
824901,0.40800000000000003,237.2,9.4,7.0,11.0,13.0,45.0,29.0
805686,0.062,241.33,1.0,28.0,6.0,5.0,30.0,1.0
1191787,0.0,239.58,6.0,23.0,3.0,8.0,31.0,18.0
859582,0.0,239.49,0.6,8.0,4.0,15.0,46.0,1.0
317359,0.1,235.38,5.2,25.0,7.0,2.0,43.0,17.0
14963,0.09,248.625,2.2,27.0,12.0,2.0,47.0,0.0
1713122,0.12389290560382264,240.82676954857766,4.647313526540645,20.0,3.0,9.0,26.0,7.813293638738684
548057,0.0,241.09,5.2,1.0,1.0,7.0,41.0,0.0
345336,0.102,233.22500000000002,5.0,13.0,8.0,13.0,0.0,16.0
1724083,0.08,241.3,5.4,28.0,3.0,0.0,7.0,0.0
1847594,0.0,240.68,7.4,21.0,6.0,18.0,38.0,17.0
357314,0.144,240.37,3.2,21.0,8.0,20.0,38.0,0.0
1316013,0.138,242.69,1.4,17.0,6.0,14.0,57.0,0.0
1110603,0.074,244.32,6.2,25.0,1.0,23.0,27.0,20.0
1168007,0.296,239.86,11.4,3.0,6.0,20.0,11.0,18.0
465244,0.0,234.35,13.9,11.0,4.0,19.0,28.0,17.0
686378,0.218,239.9,5.4,4.0,6.0,9.0,2.0,3.0
1436545,0.212,239.81,7.4,9.0,9.0,7.0,49.0,21.0
1869057,0.16,241.35,2.8,7.0,6.0,16.0,21.0,2.0
817147,0.188,241.02,3.0,7.0,6.0,4.0,31.0,0.0
753462,0.254,241.46,8.0,22.0,5.0,23.0,6.0,18.0
406854,0.0,242.01,0.6,25.0,9.0,6.0,18.0,0.0
1341680,0.14,239.89,2.2,7.0,5.0,10.0,44.0,1.0
1739862,0.164,246.04,2.0,4.0,7.0,23.0,6.0,0.0
1182229,0.0,244.24,1.0,16.0,3.0,17.0,13.0,0.0
1891996,0.214,238.71,5.8,22.0,7.0,14.0,40.0,19.0
1178157,0.05,240.75,6.4,13.0,3.0,21.0,21.0,18.0
149082,0.0,243.45,1.4,30.0,3.0,6.0,6.0,0.0
1864996,0.17,239.51,6.6,7.0,3.0,20.0,40.0,18.0
1085219,0.074,242.86,6.2,1.0,8.0,8.0,23.0,19.0
239564,0.074,235.76,1.2,6.0,1.0,2.0,8.0,0.0
709734,0.328,239.34,12.4,22.0,4.0,14.0,18.0,18.0
756523,0.0,242.62,2.0,25.0,5.0,2.0,7.0,0.0
98691,0.1,242.01,1.4,23.0,2.0,6.0,15.0,1.0
1417169,0.396,238.93,13.8,26.0,8.0,20.0,53.0,21.0
1653851,0.07,245.15,1.2,2.0,7.0,5.0,35.0,1.0
1205393,0.0,239.74,6.4,4.0,1.0,19.0,17.0,18.0
1181728,0.208,242.83,6.0,16.0,3.0,8.0,52.0,19.0
497723,0.046,236.61,13.9,27.0,11.0,8.0,47.0,45.0
1132088,0.276,241.56,4.6,2.0,9.0,21.0,32.0,0.0
945335,0.074,241.21,1.2,10.0,3.0,4.0,59.0,0.0
146369,0.132,240.67,6.0,28.0,3.0,8.0,53.0,19.0
695446,0.40800000000000003,241.06,9.4,4.0,12.0,16.0,10.0,19.0
666737,0.05,239.34,7.4,23.0,3.0,17.0,41.0,18.0
624257,0.0,241.13,1.2,23.0,2.0,5.0,41.0,0.0
1975859,0.24,236.08,7.4,18.0,9.0,20.0,23.0,19.0
394306,0.246,242.11,2.6,16.0,9.0,13.0,10.0,0.0
24754,0.048,242.15,2.2,1.0,2.0,21.0,58.0,0.0
386862,0.088,238.62,0.8,9.0,11.0,9.0,6.0,1.0
905490,0.0,242.1,0.6,9.0,5.0,12.0,54.0,0.0
664085,0.234,236.67,13.9,21.0,3.0,21.0,29.0,18.0
517810,0.162,242.56,3.4,12.0,11.0,7.0,34.0,0.0
127696,0.106,238.04,6.0,15.0,3.0,9.0,40.0,19.0
1846082,0.0,240.51,6.2,20.0,6.0,17.0,26.0,21.0
584906,0.0,236.12,11.0,26.0,1.0,21.0,50.0,17.0
1411071,0.356,241.66,2.0,22.0,8.0,15.0,15.0,1.0
1044584,0.054,245.26,1.0,12.0,11.0,3.0,8.0,0.0
1443527,0.114,244.08,1.2,14.0,9.0,4.0,11.0,0.0
226602,0.176,236.54,1.8,23.0,5.0,2.0,6.0,0.0
1141045,0.05,247.08,1.2,16.0,2.0,2.0,49.0,0.0
23537,0.0,242.36,1.6,1.0,2.0,1.0,41.0,0.0
1012283,0.182,240.75,2.0,18.0,11.0,16.0,47.0,0.0
1294429,0.0,245.43,1.0,6.0,2.0,15.0,13.0,1.0
371974,0.228,240.14,1.4,9.0,1.0,0.0,58.0,0.0
1277684,0.244,243.84,6.2,22.0,5.0,0.0,8.0,21.0
1730004,0.0,241.31,1.0,4.0,1.0,2.0,48.0,0.0
496102,0.064,239.39,1.2,26.0,11.0,5.0,46.0,2.0
946807,0.31,235.47,13.9,10.0,4.0,5.0,31.0,19.0
1158674,0.0,244.39,2.4,28.0,2.0,8.0,38.0,0.0
146757,0.33,242.15,8.4,28.0,3.0,15.0,21.0,23.0
64775,0.0,242.99,6.8,30.0,1.0,16.0,59.0,19.0
1743296,0.084,239.63,6.2,4.0,10.0,8.0,20.0,19.0
57985,0.194,247.23,1.8,25.0,1.0,23.0,49.0,0.0
1262986,0.076,239.82,2.8,5.0,11.0,19.0,10.0,0.0
1731647,0.0,246.72,1.0,4.0,2.0,6.0,11.0,1.0
1530906,0.06,238.4,13.4,13.0,11.0,20.0,30.0,18.0
1917053,0.128,243.51,1.2,8.0,9.0,0.0,17.0,0.0
283342,0.088,239.52,5.4,7.0,1.0,11.0,46.0,17.0
1874607,0.11,240.14,1.2,7.0,10.0,12.0,51.0,0.0
419592,0.2,240.74,1.8,10.0,4.0,2.0,36.0,2.0
859042,0.0,237.34,0.6,8.0,4.0,6.0,46.0,0.0
927593,0.0,241.81,0.6,20.0,9.0,21.0,17.0,1.0
887703,0.172,243.91,1.0,24.0,8.0,4.0,27.0,2.0
1551003,0.088,238.04,7.8,27.0,11.0,19.0,27.0,1.0
263173,0.0,235.82,13.9,17.0,6.0,11.0,37.0,45.0
2062752,0.38,244.81,2.4,18.0,11.0,4.0,36.0,1.0
197372,0.0,234.22,0.8,5.0,2.0,18.0,56.0,0.0
461977,0.0,238.5,6.4,11.0,2.0,13.0,1.0,19.0
773737,0.346,239.28,4.4,6.0,6.0,1.0,1.0,13.0
1262485,0.0,239.03,5.4,5.0,11.0,10.0,49.0,19.0
61604,0.386,233.44,13.9,28.0,1.0,12.0,8.0,45.0
380899,0.0,240.42,0.6,9.0,7.0,5.0,43.0,0.0
1870369,0.228,239.22,8.2,7.0,7.0,14.0,13.0,22.0
749071,0.324,242.07,5.2,19.0,5.0,21.0,55.0,2.0
603464,0.052,234.26,7.4,2.0,8.0,19.0,8.0,0.0
890441,0.148,239.42,0.8,26.0,8.0,2.0,5.0,1.0
1681847,0.216,242.38,3.2,26.0,2.0,16.0,11.0,2.0
1915201,0.40800000000000003,241.18,4.8,8.0,7.0,17.0,25.0,12.0
1071567,0.058,245.2,1.4,29.0,12.0,20.0,51.0,0.0
104626,0.0,238.44,0.8,27.0,2.0,9.0,10.0,0.0
305152,0.074,233.37,5.0,16.0,7.0,15.0,16.0,18.0
1434684,0.116,240.76,1.0,9.0,8.0,0.0,48.0,1.0
1194438,0.24,244.36,1.8,25.0,3.0,4.0,42.0,1.0
2027603,0.286,233.74,13.9,24.0,10.0,18.0,47.0,45.0
823818,0.40800000000000003,238.22,10.0,7.0,10.0,19.0,42.0,19.0
1304063,0.0,237.41,6.4,6.0,9.0,7.0,47.0,18.0
1337703,0.35,243.79,3.2,7.0,2.0,16.0,27.0,2.0
1723764,0.17,234.71,13.9,27.0,3.0,18.0,48.0,45.0
892926,0.144,237.71,0.8,27.0,8.0,19.0,30.0,1.0
723836,0.0,240.53,1.0,5.0,2.0,9.0,20.0,1.0
1397192,0.156,242.49,1.2,8.0,12.0,23.0,56.0,1.0
1181306,0.0,243.61,0.8,16.0,3.0,1.0,50.0,0.0
159689,0.132,245.1,1.4,4.0,6.0,14.0,53.0,0.0
557907,0.21,244.9,1.8,1.0,8.0,3.0,51.0,0.0
1774009,0.284,243.73,3.0,5.0,1.0,16.0,13.0,5.0
1970990,0.046,242.23,0.6,15.0,9.0,11.0,14.0,1.0
799753,0.082,239.53,0.8,24.0,6.0,2.0,37.0,0.0
1166875,0.058,239.57,1.6,3.0,6.0,1.0,19.0,1.0
1691207,0.112,245.03,2.2,3.0,5.0,4.0,11.0,0.0
761721,0.25,243.89,1.6,28.0,5.0,16.0,45.0,0.0
388042,0.26,243.47,1.6,9.0,12.0,4.0,46.0,2.0
1470141,0.316,240.34,9.6,10.0,2.0,15.0,45.0,18.0
1573038,0.152,248.625,1.6,13.0,12.0,2.0,42.0,1.0
1911668,0.124,242.15,1.2,8.0,5.0,6.0,32.0,1.0
830904,0.136,242.27,1.4,15.0,7.0,17.0,48.0,1.0
1232091,0.058,237.18,5.8,20.0,4.0,8.0,15.0,18.0
734737,0.358,243.44,2.6,5.0,9.0,23.0,1.0,3.0
386525,0.112,242.09,1.0,9.0,11.0,3.0,29.0,0.0
1079182,0.092,248.625,2.0,1.0,4.0,3.0,46.0,1.0
1348867,0.12,243.58,1.0,7.0,10.0,10.0,31.0,2.0
1360864,0.28,241.01,4.6,18.0,7.0,18.0,28.0,2.0
274272,0.0,241.49,0.6,25.0,6.0,4.0,36.0,0.0
50869,0.0,241.74,0.8,21.0,1.0,1.0,13.0,0.0
1323034,0.106,242.85,5.4,22.0,6.0,11.0,58.0,19.0
312928,0.112,235.84,1.2,22.0,7.0,0.0,52.0,0.0
1860580,0.0,240.1,4.8,30.0,6.0,19.0,4.0,0.0
359573,0.096,238.64,1.2,23.0,8.0,10.0,17.0,0.0
1564586,0.074,242.09,5.8,12.0,7.0,5.0,50.0,19.0
1860027,0.088,243.13,1.0,30.0,6.0,9.0,51.0,1.0
8410,0.19,242.15,2.6,22.0,12.0,13.0,34.0,0.0
178784,0.136,238.49,4.2,19.0,4.0,21.0,8.0,0.0
884974,0.124,241.31,0.8,22.0,8.0,6.0,58.0,0.0
1747996,0.358,247.14,3.0,13.0,4.0,14.0,40.0,3.0
1433422,0.214,240.97,1.4,9.0,7.0,3.0,46.0,1.0
671436,0.088,244.97,1.2,27.0,3.0,0.0,0.0,2.0
1568549,0.16,245.41,1.6,12.0,9.0,23.0,53.0,0.0
301487,0.0,240.65,0.6,14.0,7.0,2.0,11.0,0.0
710695,0.23,243.27,4.0,23.0,4.0,6.0,19.0,12.0
971954,0.196,241.03,2.2,21.0,10.0,16.0,38.0,1.0
1841411,0.0,238.66,5.2,17.0,6.0,11.0,35.0,18.0
1457768,0.256,239.75,3.8,24.0,9.0,1.0,32.0,12.0
1084708,0.054,248.625,1.2,1.0,7.0,23.0,52.0,0.0
368978,0.366,242.49,2.0,29.0,8.0,23.0,2.0,1.0
1296148,0.0,240.9,1.2,6.0,3.0,19.0,52.0,0.0
1952308,0.1,238.69,7.0,9.0,2.0,11.0,52.0,18.0
1993507,0.16,241.48,1.6,10.0,1.0,2.0,31.0,3.0
26191,0.0,241.32,3.0,1.0,3.0,21.0,55.0,0.0
909376,0.116,241.9,1.2,9.0,8.0,5.0,40.0,1.0
1549494,0.0,239.69,3.6,26.0,11.0,18.0,18.0,0.0
1032087,0.122,240.19,6.6,12.0,2.0,10.0,51.0,18.0
1127962,0.0,245.06,1.0,2.0,7.0,0.0,46.0,0.0
433647,0.14,239.17,13.9,13.0,10.0,20.0,51.0,42.0
581793,0.082,234.7,7.2,24.0,1.0,17.0,57.0,0.0
1667338,0.128,245.31,8.2,16.0,2.0,14.0,22.0,20.0
831016,0.126,241.59,1.4,15.0,7.0,19.0,40.0,1.0
634690,0.084,234.18,2.4,3.0,1.0,11.0,34.0,0.0
363454,0.294,241.09,1.8,26.0,8.0,2.0,58.0,1.0
2053821,0.07,240.73,1.0,11.0,11.0,23.0,45.0,0.0
749889,0.2,237.81,9.4,20.0,5.0,11.0,33.0,29.0
1777260,0.086,235.7,7.2,5.0,3.0,22.0,24.0,17.0
1543703,0.242,237.45,12.6,22.0,11.0,17.0,47.0,23.0
1250689,0.358,243.08,2.6,5.0,3.0,6.0,13.0,2.0
1819536,0.174,239.64,6.4,6.0,2.0,7.0,0.0,19.0
371688,0.306,236.6,8.4,31.0,8.0,20.0,12.0,18.0
734897,0.176,241.71,4.0,5.0,10.0,1.0,41.0,1.0
1554149,0.128,244.72,1.6,29.0,11.0,23.0,53.0,1.0
1376035,0.196,237.97,1.4,29.0,7.0,7.0,19.0,2.0
362067,0.126,241.94,1.0,25.0,8.0,3.0,51.0,2.0
1440492,0.246,243.69,1.6,9.0,12.0,1.0,36.0,1.0
1740095,0.104,244.69,1.4,4.0,8.0,2.0,59.0,0.0
155269,0.0,240.26,1.0,4.0,3.0,13.0,13.0,0.0
1974571,0.25,246.39,2.0,17.0,9.0,22.0,55.0,1.0
573267,0.208,233.81,13.4,18.0,1.0,19.0,51.0,21.0
1931642,0.12389290560382264,240.82676954857766,4.647313526540645,19.0,8.0,3.0,26.0,7.813293638738684
1400428,0.148,244.48,1.2,15.0,8.0,5.0,52.0,3.0
1691816,0.0,246.73,5.8,3.0,5.0,14.0,20.0,20.0
503303,0.0,242.64,1.0,12.0,1.0,5.0,47.0,0.0
269698,0.286,242.51,2.2,22.0,6.0,0.0,22.0,4.0
1019670,0.166,233.98,13.9,23.0,11.0,19.0,54.0,18.0
1988906,0.12389290560382264,240.82676954857766,4.647313526540645,27.0,9.0,21.0,50.0,7.813293638738684
2035634,0.24,248.625,1.8,30.0,10.0,8.0,38.0,2.0
1018800,0.0,239.79,5.8,23.0,11.0,5.0,24.0,18.0
1461924,0.356,244.86,2.2,26.0,9.0,22.0,48.0,3.0
1931547,0.12389290560382264,240.82676954857766,4.647313526540645,19.0,8.0,1.0,51.0,7.813293638738684
648123,0.08,236.04,8.8,3.0,10.0,19.0,27.0,0.0
278050,0.166,240.01,11.4,27.0,6.0,19.0,34.0,43.0
833373,0.288,239.03,2.2,17.0,7.0,10.0,57.0,0.0
571415,0.058,242.32,6.0,17.0,1.0,12.0,59.0,18.0
1314654,0.0,241.28,0.6,16.0,6.0,16.0,18.0,1.0
1904747,0.0,239.52,0.6,31.0,7.0,11.0,11.0,1.0
480930,0.0,241.36,1.0,15.0,11.0,16.0,54.0,0.0
816252,0.346,241.33,6.6,7.0,5.0,13.0,36.0,20.0
1078639,0.156,240.77,8.6,1.0,3.0,18.0,43.0,18.0
1192323,0.082,240.57,1.8,23.0,3.0,17.0,27.0,0.0
1024961,0.138,238.66,10.4,27.0,11.0,12.0,5.0,20.0
1225139,0.0,241.67,1.4,15.0,4.0,12.0,23.0,1.0
1362303,0.0,240.22,5.6,19.0,7.0,18.0,27.0,19.0
1722160,0.116,243.42,5.8,26.0,3.0,16.0,4.0,18.0
1169689,0.08,243.06,2.0,3.0,8.0,0.0,13.0,0.0
876482,0.254,240.65,1.4,16.0,8.0,9.0,26.0,0.0
1914993,0.12,240.77,1.2,8.0,7.0,13.0,57.0,0.0
712385,0.106,239.1,1.4,24.0,4.0,10.0,29.0,0.0
917617,0.216,241.47,3.2,13.0,9.0,23.0,1.0,2.0
364951,0.114,240.37,0.8,27.0,8.0,3.0,55.0,1.0
951434,0.05,234.88,6.0,10.0,7.0,10.0,38.0,17.0
1871648,0.212,239.23,1.6,7.0,8.0,11.0,32.0,2.0
1187859,0.0,244.41,0.8,20.0,3.0,15.0,3.0,0.0
1275136,0.122,239.4,1.6,20.0,5.0,5.0,40.0,3.0
797333,0.142,237.77,6.0,22.0,6.0,10.0,17.0,1.0
631167,0.0,241.41,0.8,28.0,2.0,0.0,51.0,0.0
153215,0.236,244.43,1.8,4.0,2.0,2.0,59.0,0.0
873915,0.222,240.15,2.8,14.0,8.0,14.0,39.0,6.0
709015,0.0,242.1,5.4,22.0,4.0,2.0,19.0,19.0
148798,0.124,243.46,1.4,30.0,3.0,1.0,22.0,0.0
1562242,0.192,243.13,2.2,12.0,5.0,14.0,46.0,0.0
1822497,0.0,237.55,6.6,6.0,4.0,8.0,21.0,18.0
164644,0.0,241.98,1.0,4.0,10.0,1.0,28.0,0.0
1498612,0.104,246.12,5.8,22.0,10.0,10.0,16.0,19.0
1240197,0.0,242.47,13.9,25.0,4.0,23.0,21.0,1.0
794832,0.09,239.77,3.4,20.0,6.0,16.0,36.0,12.0
760739,0.0,244.47,0.6,28.0,5.0,0.0,23.0,1.0
1566469,0.114,244.6,6.6,12.0,8.0,13.0,13.0,19.0
986421,0.054,239.59,6.6,31.0,10.0,17.0,45.0,19.0
456658,0.1,239.69,1.2,29.0,10.0,20.0,22.0,0.0
1876552,0.17,241.5,2.0,7.0,11.0,21.0,16.0,1.0
1172990,0.248,237.77,9.6,3.0,10.0,7.0,14.0,17.0
1004582,0.07,241.22,6.0,13.0,11.0,8.0,26.0,18.0
1615103,0.258,243.13,10.0,1.0,11.0,7.0,47.0,19.0
1832068,0.096,240.36,1.2,6.0,10.0,23.0,52.0,1.0
1450203,0.224,242.36,3.0,18.0,9.0,19.0,27.0,0.0
1659235,0.118,245.59,2.0,2.0,10.0,23.0,19.0,1.0
1989736,0.12389290560382264,240.82676954857766,4.647313526540645,28.0,9.0,11.0,40.0,7.813293638738684
989606,0.058,241.4,2.0,11.0,2.0,22.0,50.0,0.0
1440149,0.174,240.67,8.2,9.0,11.0,19.0,53.0,10.0
1396980,0.338,242.0,6.8,8.0,12.0,20.0,24.0,1.0
386410,0.234,241.89,1.4,9.0,11.0,1.0,34.0,2.0
82426,0.06,242.5,5.8,2.0,11.0,23.0,10.0,18.0
1241998,0.0,241.43,1.4,27.0,4.0,5.0,22.0,1.0
998654,0.0,241.9,2.2,11.0,9.0,5.0,38.0,0.0
576706,0.104,240.4,1.8,21.0,1.0,5.0,10.0,0.0
846495,0.216,241.27,1.6,26.0,7.0,13.0,39.0,1.0
1798606,0.2,241.86,2.4,18.0,5.0,18.0,10.0,1.0
167051,0.0,245.43,1.0,4.0,11.0,17.0,35.0,0.0
181873,0.0,242.49,0.6,22.0,4.0,0.0,37.0,0.0
1057182,0.272,237.91,13.9,19.0,12.0,21.0,6.0,0.0
1570318,0.0,243.75,1.0,12.0,11.0,5.0,22.0,0.0
1557906,0.074,246.72,6.8,12.0,2.0,14.0,30.0,19.0
